;Periods;Total Consumption;AC;Dish washer;Washing Machine;Dryer;Water heater;TV;Microwave;Kettle;Lighting;Refrigerator
0;1;2,55716795819131;0;0;0;0;0;0;0;0;0;0
1;2;2,61093037303015;0;0;0;0;0;0;0;0;0;0
2;3;2,65954676327485;0;0;0;0;0;0;0;0;0;0
3;4;2,53468795601688;0;0;0;0;0,658;0;0;0;0;0
4;5;2,60131543234109;0;0;0;0;0,068;0;0;0;0;0
5;6;2,56935591117744;0;0;0;0;0,557;0;0;0;0;0
6;7;2,53143783522057;0;0;0;0;0,101;0;0;0;0;0
7;8;2,54958434299993;0;0;0;0;1,016;0;0;0;0;0,14
8;9;2,57707494806866;0;0;0;0;0,793;0;0;0;0;0
9;10;2,64519206309118;0;0;0;0;0,103;0;0;0;0;0
10;11;2,57856458676697;0;0;0;0;0,418;0;0;0;0;0,14
11;12;2,69028748913989;0;0;0;0;0,397;0;0;0;0;0,14
12;13;2,64911929238672;0;0;0;0;0,118;0;0;0;0;0
13;14;2,61851398822153;0;0;0;0;0,469;0;0;0;0;0
14;15;2,57436651407174;0;0;0;0;0;0;0;0;0;0
15;16;2,48390481857464;0;0;0;0;0;0;0;0;0;0,14
16;17;2,52994819652227;0;0;0;0;0;0;0;0;0;0
17;18;2,4767274684828;0;0;0;0;0;0;0;0;0;0
18;19;2,47632120338327;0;0;0;0;0;0;0;0;0;0,14
19;20;2,57504362257097;0;0;0;0;0;0;0;0;0;0
20;21;2,50299927825292;0;0;0;0;0;0;0;0;0;0
21;22;2,60226338424001;0;0;0;0;0;0;0;0;0;0,14
22;23;2,52371879832935;0;0;0;0;0;0;0;0;0;0,14
23;24;2,43109035563472;0;0;0;0;0;0;0;0;0;0
24;25;2,55161566849762;0;0;0;0;0;0;0;0;0;0
25;26;2,42797565653826;0;0;0;0;0;0;0;0;0;0
26;27;2,48241517987634;0;0;0;0;0;0;0;0;0;0,14
27;28;2,51505180953921;0;0;0;0;0;0;0;2,228;0;0
28;29;2,41009999215859;0;0;0;0;0;0;0;0;0;0
29;30;2,50828072454691;0;0;0;0;0;0;0;0;0;0
30;31;2,49270722906463;0;0;0;0;0;0;1,922;0;0;0
31;32;2,53103157012104;0;0;0;0;0;0;0;0;0;0
32;33;2,49649903666032;0;0;0;0;0;0;0;0;0;0
33;34;2,43569469342948;0;0;0;0;0;0;0;0;0;0
34;35;2,51667686993736;0;0;0;0;0;0;0;0;0;0
35;36;2,47103975708928;0;0;0;0;0;0;0;0;0;0
36;37;2,44896602001438;0;0;0;0;0;0;0;0;0;0
37;38;3,2283179026279;0;0;1,16754375;0;0;0;0;0;0;0
38;39;3,535048052779;0;0;0,2168375;0;0;0;0;0;0;0
39;40;3,56930974284003;0;0;0,1188875;0;0;0;0;0;0;0
40;41;3,10088608307285;0;0;0,00035625;0;0;0;0;0;0;0
41;42;2,47361276938635;0;0;0;0;0;0;0;0;0;0,14
42;43;2,6311082063072;0;0,0220375;0;0;0,658;0;0;0;0;0
43;44;2,60808651733339;0;1,20131875;0;0;0,068;0;0;0;0;0
44;45;2,64451495459195;0;1,2285;0;0;0,557;0;0;0;0;0,14
45;46;2,5942735039491;0;0,0590187499999999;0;0;0,101;0;0;0;0;0,14
46;47;2,62271206091675;0;1,3565375;0;0;1,016;0;0;0;0;0
47;48;2,60388844463816;0;0,141918749999999;0;0;0,793;0;0;0;0;0
48;49;2,57870000846681;0;0;0;0;0,103;0;0;0;0;0
49;50;2,67281808985976;0;0;0;0;0,418;0;0;0;0;0,14
50;51;2,66780748696546;0;0;0;0;0,397;0,06278;0;0;0;0
51;52;2,70802773181971;0;0;0;0;0,118;0,1082;1,922;0;0;0
52;53;2,6346291705032;0;0;0;0,93449375;0,469;0,107986666666666;0;0;0;0,14
53;54;2,60889904753247;0;0;0;1,8082625;0;0,1076;0;0;0;0
54;55;2,67782869275406;0;0;0;0,08893125;0;0,0849866666666666;0;0;0;0
55;56;0,863719601617548;0;0;0;0,0249375;0;0;0;0;0;0,14
56;57;0,800477667789483;0;0;0;0;0;0;0;0;0;0,14
57;58;0,547103667377688;0;0;0;0;0;0;0;0;0;0
58;59;1,44928303175149;0;0;0;0;0;0;0;0;0;0
59;60;2,46183108149975;0;0;0;0;0;0;0;0;0,289333333333333;0
60;61;2,71290291301416;0;0;0;0;0;0;0;2,228;0,29;0,14
61;62;2,38382818238847;0;0;0;0;0;0;1,922;0;0,29;0
62;63;1,34108109357456;0;0;0;0;0;0;0;0;0,289333333333333;0
63;64;1,31846566970029;0;0;0;0;0;0;0;0;0,0756666666666666;0
64;65;1,38414519412558;0;0,0220375;0;0;0;0;0;0;0,069;0
65;66;1,30871530731138;0;1,20131875;0;0;0;0;0;0;0,069;0
66;67;1,39619772541187;0;1,2285;0;0;0;0;0;0;0,0693333333333333;0
67;68;1,55843292182733;0;0,0590187499999999;0;0;0;0;0;0;0,0696666666666666;0
68;69;1,6402276285343;0;1,3565375;0;0;0;0,001536;0;0;0,07;0
69;70;1,9151336792216;0;0,141918749999999;1,16754375;0;0;0,183992;0;0;0,253666666666666;0
70;71;1,61368497536449;0;0;0,2168375;0;0,273;0,186656;0;0;0,265666666666666;0
71;72;1,46147098473763;0;0;0,1188875;0;0,194;0,184015999999999;0;0;0,266;0,14
72;73;1,47677363682022;0;0;0,00035625;0;0,016;0,185264;0;0;0,266666666666666;0
73;74;1,51726472507416;0;0;0;0;0,517;0,193864;0;0;0,265666666666666;0
74;75;1,45172062234872;0;0;0;0;0,432;0,191576;0;0;0,175;0,14
75;76;1,49343050590127;0;0;0;0;0,399;0,179168;0;0;0;0,14
76;77;1,51726472507416;0;0;0;0;0,48;0,104096;0;0;0,137666666666666;0
77;78;0,454610646382895;0;0;0;0;0;0,185992;0;0;0,218;0
78;79;0,487788962845156;0;0;0;0;0;0,187175999999999;0;0;0,218666666666666;0
79;80;0,515414989613733;0;0;0;0;0;0,186;0;0;0;0,14
80;81;0,392993772952983;0;0;0;0;0;0,180688;0;0;0;0
81;82;0,485486793947775;0;0;0;0;0;0,1794;0;0;0;0
82;83;0,405723412738503;0;0;0;0;0;0,176416;0;0;0;0,14
83;84;0,390827025755447;0;0;0;0;0;0,0126959999999999;0;0;0;0
84;85;0,496997638434682;0;0;0;0;0;0;0;0;0;0
85;86;0,373493048175164;0;0;0;0;0;0;0;0;0;0,14
86;87;0,411546545831879;0;0;0;0;0;0;0;0;0;0,14
87;88;0,480882456153012;0;0;0;0;0;0;0;0;0;0
88;89;0,427526306413703;0;0;0;0;0;0;0;0;0;0
89;90;0,526519569001102;0;0;0;0;0;0;0;0;0;0
90;91;0,463819321972421;0;0;0;0;0;0;0;0;0;0,14
91;92;0,384868470962225;0;0;0;0;0;0;0;0;0;0
92;93;0,501331132829753;0;0;0;0;0;0;0;0;0;0
93;94;0,415067510027875;0;0;0;0;0;0;0;0;0;0
94;95;0,385410157761609;0;0;0;0;0;0;0;0;0;0
95;96;0,52624872560141;0;0;0;0;0;0;0;0;0;0
96;1;0,380805819966846;0;0;0;0;0;0;0;0;0;0
97;2;0,409650642034036;0;0;0;0;0;0;0;0;0;0
98;3;0,574594272446418;0;0;0;0;0;0;0;0;0;0
99;4;0,448652091589673;0;0;0;0;0;0;0;0;0;0
100;5;0,455829441681509;0;0;0;0;0;0;0;0;0;0
101;6;0,455558598281817;0;0;0;0;0;0;0;0;0;0
102;7;0,380941241666692;0;0;0;0;0;0;0;0;0;0
103;8;0,48196582975178;0;0;0;0;0;0;0;0;0;0,14
104;9;0,431453535709236;0;0;0;0;0;0;0;0;0;0
105;10;0,390691604055601;0;0;0;0;0;0;0;0;0;0
106;11;0,508237639521897;0;0;0;0;0;0;0;0;0;0,14
107;12;0,42292196861894;0;0;0;0;0;0;0;0;0;0,14
108;13;0,491039083641459;0;0;0;0;0;0;0;0;0;0
109;14;0,565114753457201;0;0;0;0;0;0;0;0;0;0
110;15;0,395566785250056;0;0;0;0;0;0;0;0;0;0
111;16;0,434026548006309;0;0;0;0;0;0;0;0;0;0,14
112;17;0,485622215647621;0;0;0;0;0,377;0;0;0;0;0
113;18;0,628492108985111;0;0;0;0;0,387;0;0;0;0;0
114;19;1,55409942743226;0;0;0;0;0,456;0;0;0;0;0,14
115;20;1,55680786142918;0;0;0;0;0,059;0;0;0;0;0
116;21;1,46133556303778;0;0;0;0;0;0;0;0;0;0
117;22;0,475871853258712;0;0;0;0;0;0;0;0;0;0,14
118;23;0,512435712217122;0;0;0;0;0;0;0;0;0;0,14
119;24;0,437276668802613;0;0;0;0;0;0;0;0;0;0
120;25;0,499164385632217;0;0;0;0;0;0;0;0;0;0
121;26;0,421703173320327;0;0;0;0;0;0;0;0;0;0
122;27;0,390149917256217;0;0;0;0;0;0;0;0;0;0,14
123;28;0,504852097025748;0;0;0;0;0;0;0;0;0;0
124;29;0,39678558054867;0;0;0;0;0;0;0;0;0;0
125;30;0,394483411651288;0;0;0;0;0;0;0;0;0;0
126;31;0,497945590333603;0;0;0;0;0;0;0;0;0;0
127;32;0,386899796459914;0;0;0;0;0;0;0;0;0;0
128;33;0,506206314024207;0;0;0;0;0;0;0;0;0;0
129;34;0,512029447117584;0;0;0;0;0;0;0;0;0;0
130;35;0,373493048175164;0;0;0;0;0;0;0;0;0;0,14
131;36;0,454339802983204;0;0;0;0;0;0;0;0;0;0
132;37;0,438901729200764;0;0;0;0;0;0;0;0;0;0
133;38;0,377691120870389;0;0;0;0;0;0;0;0;0;0,14
134;39;0,464631852171497;0;0;0;0;0;0;0;0;0;0,14
135;40;0,415473775127413;0;0;0;0;0,377;0;0;0;0;0
136;41;0,395160520150518;0;0;0;0;0,387;0;0;0;0;0
137;42;0,479257395754861;0;0;0;0;0,456;0;0;0;0;0
138;43;0,479257395754861;0;0;0;0;0,059;0;0;0;0;0,14
139;44;0,457860767179199;0;0;0;0;0;0;0;0;0;0
140;45;0,472080045663025;0;0;0;0;0;0;0;0;0;0
141;46;0,380399554867308;0;0;0;0;0;0;0;0;0;0,14
142;47;0,441881006597375;0;0;0;0;0;0;0;0;0;0
143;48;0,463819321972421;0;0;0;0;0;0;0;0;0;0
144;49;0,410463172233112;0;0;0;0;0;0,0302923076923076;0;0;0;0,14
145;50;0,435516186704615;0;0;0;0;0;0,0291538461538461;0;0;0;0,14
146;51;0,440120524499378;0;0;0;0;0;0,0292076923076923;0;0;0;0
147;52;0,444454018894448;0;0;0;0;0;0,0291923076923076;0;0;0;0
148;53;0,523404869904644;0;0;0;0;0;0,0289384615384615;0;0;0;0
149;54;0,458267032278736;0;0;0;0;0;0,0290384615384615;0;0;0;0,14
150;55;0,419130161023253;0;0;0;0;0;0;0;0;0;0
151;56;0,463954743672267;0;0;0;0;0;0;0;0;0;0
152;57;0,431182692309544;0;0;0;0;0;0;0;0;0;0
153;58;0,418182209124332;0;0;0;0;0;0;0;0;0;0
154;59;0,496185108235606;0;0;0;0;0;0;0;0;0;0
155;60;0,435651608404461;0;0;0,395891428571428;0;0;0;0;0;0;0
156;61;1,24371289138532;0;0;1,12112571428571;0;0;0;0;0;0;0
157;62;1,58511099669699;0;0;0,118674285714285;1,399;0;0;0;0;0;0
158;63;1,6098931677688;0;0;0,00148;0,151;0;0;0;0;0;0
159;64;1,40378134060325;0;0;0;0;0;0;0;0;0;0
160;65;0,94145165732913;0;0;0;0;0;0;0;0;0;0
161;66;1,43262616267044;0;0;0;0;0;0;0;0;0;0
162;67;1,51861894207262;0;0;0;0;0;0;0;0;0;0
163;68;2,03498188358528;0;0;0;0;0;0;0;0;0;0
164;69;2,43650722362855;0;0;0;0;0;0;0;0;0;0
165;70;2,26465708652403;0;0;0;0;0;0;1,238;0;0;0
166;71;1,81735921193282;0;0;0;0;0;0;0;0;0;0
167;72;2,16011153424295;0;0;0;0;0,377;0;0;0;0;0,14
168;73;2,50340554335246;0;0;0;0;0,387;0;0;0;0;0
169;74;2,01818959280438;0;0;0;0;0,456;0;0;0;0;0
170;75;1,93774910309587;0;0;0;0;0,059;0;0;0;0;0,14
171;76;1,55247436703411;0;0;0;0;0;0;0;0;0;0,14
172;77;1,26768253225805;0;0;1,1974625;0;0;0;0;0;0,0503333333333333;0
173;78;1,34961266066486;0;0;0,8157125;0;0;0,0307542857142857;0;0;0,0686666666666666;0
174;79;1,35381073336009;0;0;0,149043749999999;0;0;0,0700171428571428;0;0;0,0686666666666666;0
175;80;2,19721708000074;0;0;0,00123125;0;0;0,0235657142857142;0;0;0,069;0,14
176;81;2,83369906927676;0;0;0,0011875;0;0;0,0177428571428571;0;2,653;0,0676666666666666;0
177;82;2,45329951440945;0;0;0,00115625;0;0;0,0178399999999999;0;0;0,069;0
178;83;2,53021903992196;0;2,25858571428571;0;0;0;0,0178171428571428;0;0;0,0686666666666666;0,14
179;84;2,63815013469919;0;2,22458241758241;0;0;0;0,0175771428571428;0;0;0,0683333333333333;0
180;85;2,25761515813204;0;0;0;0;0;0,0178171428571428;0;0;0,107;0
181;86;1,65119678622182;0;0;0;0;0;0,0177371428571428;0;0;0,121333333333333;0,14
182;87;0,924253101448693;0;0;0;0;0;0,0177657142857142;0;0;0,121666666666666;0,14
183;88;0,535457401190935;0;0;0;0;0;0,0178285714285714;0;0;0,136333333333333;0
184;89;0,549812101374607;0;0;0;0;0;0,0178;0;0;0,342;0
185;90;0,450954260487055;0;0;0;0;0;0,0178114285714285;0;0;0,342666666666666;0
186;91;0,530717641696326;0;0;0;0;0;0,0178;0;0;0,342;0,14
187;92;0,614543673900977;0;0;0;0;0;0,0177885714285714;0;0;0;0
188;93;0,465986069169956;0;0;0;0;0;0,0179142857142857;0;0;0;0
189;94;0,517040050011884;0;0;0;0;0;0,0178971428571428;0;0;0;0
190;95;0,832437188953131;0;0;0;0;0;0;0;0;0;0
191;96;1,20674276732737;0;0;0;0;0;0;0;0;0;0
192;1;1,00862082045273;0;0;0;0;0;0;0;0;0;0
193;2;0,49537257803653;0;0;0;0;0;0;0;0;0;0
194;3;1,55924545202641;0;0;0;0;0,377;0;0;0;0;0
195;4;1,50900400138356;0;0;0;0;0,387;0;0;0;0;0
196;5;1,50480592868833;0;0;0;0;0,456;0;0;0;0;0,14
197;6;1,46919002162884;0;0;0;0;0,059;0;0;0;0;0
198;7;0,403014978741584;0;0;0;0;0;0;0;0;0;0
199;8;0,282218822478986;0;0;0;0;0;0;0;0;0;0,14
200;9;0,301042438757574;0;0;0;0;0;0;0;0;0;0,14
201;10;0,327855935327075;0;0;0;0;0;0;0;0;0;0
202;11;0,299146534959731;0;0;0;0;0;0;0;0;0;0
203;12;0,310386536046946;0;0;0;0;0;0;0;0;0;0
204;13;0,299011113259885;0;0;0;0;0;0;0;0;0;0,14
205;14;0,295083883964352;0;0;0;0;0;0;0;0;0;0
206;15;0,39678558054867;0;0;0;0;0;0;0;0;0;0
207;16;0,363200998986871;0;0;0;0;0;0;0;0;0;0,14
208;17;0,288583642371746;0;0;0;0;0;0;0;0;0;0
209;18;0,356159070594881;0;0;0;0;0;0;0;0;0;0
210;19;0,275041472387149;0;0;0;0;0;0;0;0;0;0,14
211;20;0,294271353765276;0;0;0;0;0;0;0;0;0;0,14
212;21;0,319324368236779;0;0;0;0;0;0;0;0;0;0
213;22;0,716787057284679;0;0;0;0;0;0;0;0;0;0
214;23;1,40757314819893;0;0;0;0;0;0;0;0;0;0
215;24;1,42246953518199;0;0;0;0;0;0;0;0;0;0,14
216;25;0,370378349078707;0;0;0;0;0;0;0;0;0;0
217;26;0,405723412738503;0;0;0;0;0;0;0;0;0;0
218;27;0,274093520488228;0;0;0;0;0;0;0;0;0;0
219;28;0,308084367149564;0;0;0;0;0;0;0;0;0;0
220;29;0,346950395005356;0;0;0;0;0;0;0;0;0;0
221;30;0,244300746522116;0;0;0;0;0;0;0;0;0;0
222;31;0,314042921942786;0;0;0;0;0;0;0;0;0;0
223;32;0,320407741835547;0;0;0;0;0;0;0;0;0;0
224;33;0,2498530362158;0;0;0;0;0;0;0;0;0;0
225;34;0,326501718328615;0;0;0;0;0;0;0;0;0;0
226;35;0,370784614178245;0;0;0;0;0;0;0;0;0;0
227;36;0,351283889400426;0;0;0;0;0;0;0;0;0;0
228;37;0,342752322310131;0;0;0;0;0;0;0;0;0;0
229;38;0,426442932814935;0;0;0;0;0;0;0;0;0;0
230;39;0,81835333216915;0;0;0;0;0;0;0;0;0;0
231;40;0,860198637421553;0;0;0;0;0;0;0;0;0;0,14
232;41;0,827968272858214;0;0;0;0;0;0;0;0;0;0
233;42;0,845979358937727;0;0;0;0;0;0;0;0;0;0
234;43;0,896085387880733;0;0;0;0;0;0;0;0;0;0,14
235;44;0,981671902183381;0;0;0;0;0;0;0;0;0;0,14
236;45;0,73317308296604;0;0;0;0;0;0;0;0;0;0
237;46;0,382972567164381;0;0;0;0;0;0;0;0;0;0
238;47;1,38739531492188;0;1,36466;0;0;0;0;0;0;0;0
239;48;1,46323146683562;0;0,448853333333333;0;0;0,377;0;0;0;0;0,14
240;49;1,44197025995981;0;0,11864;0;0;0,387;0;0;0;0;0
241;50;1,37656157893421;0;0,109473333333333;0;0;0,456;0,135027777777777;0;0;0;0
242;51;1,42951146357398;0;0,678433333333333;0;0;0,059;0,125533333333333;0;0;0;0,14
243;52;1,43059483717275;0;1,19890666666666;0;0;0;0,111972222222222;0;0;0;0
244;53;1,3750719402359;0;0;0;0;0;0,104211111111111;1,197;0;0;0
245;54;1,46282520173608;0;0;0;0;0;0,187658823529411;0;0;0;0,14
246;55;1,48530520391052;0;0;0,91332;0;0;0;0;0;0;0,14
247;56;1,4454912241558;0;0;1,41920666666666;0;0;0;0;0;0;0
248;57;1,47149219052623;0;0;0,13102;0;0;0;0;0;0;0
249;58;1,40418760570278;0;0;0,126913333333333;0;0;0;1,197;0;0;0
250;59;1,19374228414216;0;0;0,119746666666666;0;0;0;0;0;0;0,14
251;60;0,360357143290106;0;0;0,257466666666666;0;0;0;0;0;0;0
252;61;0,26529110999824;0;0;0;0;0;0;0;0;0;0
253;62;0,342346057210593;0;0;0;0;0;0;0;0;0;0
254;63;0,334762442019219;0;0;0;0;0;0,0343625;0;0;0;0
255;64;0,284520991376367;0;0;0;0;0;0,04310625;0;0;0;0
256;65;0,473434262661484;0;0;0;0;0;0,04315;0;0;0;0
257;66;0,335304128818603;0;0;0;0;0;0,043125;0;0;0;0
258;67;0,297386052861733;0;0;0;0;0;0,04285;0;0;0;0
259;68;0,387576904959144;0;0;0;0;0;0,042725;0;0;0;0
260;69;0,252832313612412;0;0;0;0;0;0,04271875;0;0;0;0
261;70;0,305240511452799;0;0;0;0;0;0,0431375;0;0;0;0,14
262;71;0,350065094101813;0;0;0;0;0;0,042525;0;0;0;0
263;72;0,250259301315338;0;0;0;0;0;0,00300625;0;0;0;0
264;73;0,351283889400426;0;0;0;0;0;0;0;0;0;0,14
265;74;0,343023165709822;0;0;0;0;0;0;0;0;0;0,14
266;75;0,342210635510747;0;0;0;0;0;0;0;0;0;0
267;76;0,430911848909852;0;0;0;0;0;0;0;0;0;0
268;77;0,264207736399472;0;0;0;0;0;0;0;0;0;0
269;78;0,271926773290692;0;0;0;0;0;0;0;0;0;0,14
270;79;0,385545579461455;0;0;0;0;0;0;0;0;0;0
271;80;0,252426048512874;0;0;0;0;0;0;0;0;0;0
272;81;0,318376416337858;0;0;0;0;0;0;0;0;0;0,14
273;82;0,340856418512287;0;0;0;0;0;0;0;0;0;0
274;83;0,255134482509793;0;0;0;0;0;0;0;0;0;0
275;84;0,411140280732342;0;0,001;0;0;0;0;0;0;0;0,14
276;85;1,48706568600851;0;1,035688;0;0;0;0;0;0;0;0,14
277;86;1,44860592325226;0;1,438032;0;0;0;0;0;0;0;0
278;87;0,857219360024941;0;0,011448;0;0;0,377;0;0;0;0;0
279;88;0,738725372659725;0;0,001;0;0;0,387;0;0;0;0;0
280;89;0,773799592919829;0;0,001;0;0;0,456;0;0;0;0;0,14
281;90;0,837718635247123;0;0;0;0;0,059;0;0;0;0;0
282;91;0,780164412812589;0;0;0;0;0;0;0;0;0;0
283;92;1,48422183031175;0;0;0;0;0;0;0;0;0;0
284;93;1,93571777759819;0;0;1,81985161290322;0;0;0;0;0;0;0
285;94;2,83505328627522;0;0;1,80559999999999;0;0;0;0;0;0;0
286;95;1,15338661758806;0;0;0;0;0;0;0;0;0;0
287;96;0,854781769427714;0;0;0;0;0;0;0;0;0;0
288;1;1,08188396006939;0;0;0;0;0;0;0;0;0;0
289;2;5,07736579232467;0;0;0;0;0;0;0;0;0;0
290;3;4,70157057525212;0;0;0;0;0;0;0;0;0;0
291;4;2,8508976251572;0;0;0;0;0;0;0;0;0;0,14
292;5;2,49731156685939;0;0;0;0;0;0;0;0;0;0
293;6;4,43519609165511;0;0;0;0;0;0;0;0;0;0
294;7;2,35349372162298;0;0;0;0;0;0;0;0;0;0,14
295;8;2,48241517987634;0;0;0;0;0;0;0;0;0;0,14
296;9;2,45939349090252;0;0;0;0;0;0;0;0;0;0
297;10;2,41578770355212;0;0;0;0;0;0;0;0;0;0
298;11;2,41375637805443;0;0;0;0;0;0;0;0;0;0
299;12;2,40996457045875;0;0;0;0;0;0;0;0;0;0,14
300;13;2,43406963303133;0;0;0;0;0;0;0;0;0;0
301;14;2,39384938817708;0;0;0;0;0;0;0;0;0;0
302;15;2,36134818021405;0;0;0;0;0;0;0;0;0;0,14
303;16;2,40684987136229;0;0;0;0;0,377;0;0;0;0;0
304;17;2,38938047208216;0;0;0;0;0,387;0;0;0;0;0
305;18;2,43230915093333;0;0;0;0;0,456;0;0;0;0;0,14
306;19;2,45262240591022;0;0;0;0;0,059;0;0;0;0;0,14
307;20;2,35430625182205;0;0;0;0;0;0;0;0;0;0
308;21;2,36744215670711;0;0;0;0;0;0;0;0;0;0
309;22;2,3998079429703;0;0;0;0;0;0;0;0;0;0
310;23;2,37529661529818;0;0;0;0;0;0;0;0;0;0,14
311;24;2,38518239938693;0;0;0;0;0;0;0;0;0;0
312;25;2,36473372271019;0;0;0;0;0;0;1,665;0;0;0
313;26;2,36161902361374;0;0;0;0;0;0;0;2,349;0;0
314;27;2,39831830427199;0;0;0;0;0;0;0;0;0;0
315;28;2,45803927390406;0;0;0;0;0;0;0;0;0;0
316;29;2,40048505146953;0;0;0;0;0;0;0;0;0;0
317;30;2,40292264206676;0;0;0;0;0;0;0;0;0;0
318;31;2,30799203047474;0;0;0;0;0;0;0;0;0;0
319;32;2,33927444313915;0;0;0;0;0;0;0;0;0;0
320;33;2,3594522764162;0;0;0;0;0;0;0;0;0;0
321;34;2,29973130678413;0;0;0;0;0;0;0;0;0;0
322;35;2,43190288583379;0;0;0;0;0;0;0;0;0;0
323;36;2,6747139936576;0;0;0;0;0;0;0;0;0;0,14
324;37;3,57445576743418;0;0;0,758984;0;0;0;0;0;0;0
325;38;2,79672894521881;0;0;1,981024;0;0;0;0;0;0;0
326;39;2,11542237329378;0;0;0,076352;0;0,377;0;0;0;0;0,14
327;40;2,34875396212837;0;0;0,05188;0;0,387;0;0;0;0;0,14
328;41;1,97945898664843;0;0;0,059728;0;0,456;0;0;0;0;0
329;42;1,88005945896149;0;0;0,075584;0;0,059;0;0;0;0;0
330;43;1,90077897903793;0;0;0;0;0;0;0;0;0;0
331;44;1,95074958628109;0;0;0;0;0;0;0;0;0;0,14
332;45;1,89590379784347;0;1,40230625;0;0;0;0;0;0;0;0
333;46;2,3494310706276;0;0,72044375;0;0;0;0;0;0;0;0
334;47;2,010605977613;0;0,92653125;0;0;0;0;0;0;0;0,14
335;48;1,8950912676444;0;0,349375;0;0;0;0;0;0;0;0
336;49;4,14566449738444;0;0,06589375;0;0;0;0;0;0;0;0
337;50;5,0359267521718;0;0,06323125;0;0;0;0;0;0;0;0,14
338;51;4,00211749554772;0;0;0;0;0;0,0321923076923076;0;0;0;0,14
339;52;3,3373323710039;0;0;0;0;0;0,0328692307692307;1,665;0;0;0
340;53;2,39235974947877;0;0;0;0;0;0,0318153846153846;0;0;0;0
341;54;3,55238203035928;0;0;0;2,44860624999999;0;0,0345846153846153;0;0;0;0
342;55;5,03010361907843;0;0;0;2,47361875;0;0,0341923076923076;0;0;0;0,14
343;56;3,42752322310131;0;0;0;2,47560625;0;0;0;0;0;0
344;57;2,67038049926253;0;0;0;2,49503125;0;0;0;0;0;0
345;58;1,62980015764616;0;0;0;0;0;0;0;0;0;0
346;59;2,13302719427375;0;0;0;0;0;0;0;0;0;0
347;60;1,7457211327143;0;0;0;0;0;0;0;0;0,0126666666666666;0
348;61;0,698369706105628;0;0;0;0;0;0;0;0;0,225;0
349;62;0,428203414912933;0;0;0;0;0;0;0;0;0,22;0
350;63;0,993724433469672;0;0;0;0;0;0;0;0;0,22;0
351;64;1,45199146574841;0;0;0;0;0;0;0;0;0,22;0
352;65;1,88750765245302;0;0;0;0;0;0;0;0;0,22;0
353;66;4,05818207928395;0;0;0;0;0;0;0;0;0,221;0
354;67;3,63702059276301;0;1,40230625;0;0;0;0;0;0;0,22;0
355;68;3,78259892009742;0;0,72044375;0;0;0;0;0;0;0,22;0
356;69;3,91504134254677;0;0,92653125;0;0;0;0;0;2,72002777777777;0,22;0
357;70;2,15564261814803;0;0,349375;0;0;0;0;0;0;0,22;0,14
358;71;2,33534721384362;0;0,06589375;0;0;0;0;0;0;0,22;0
359;72;2,73091399909368;0;0,06323125;0;0;0;0;0;0;0,22;0
360;73;2,54525084860486;0;0;0;0;0;0;0;0;0,22;0,14
361;74;2,90858726929158;0;0;0;0;0;0;0;0;0,22;0,14
362;75;2,65738001607732;0;0;0;0;0;0;0;0;0,222;0
363;76;2,47401903448589;0;0;0;0;0,377;0;1,665;0;0;0
364;77;2,55757422329085;0;0;0;0;0,387;0;0;0;0;0
365;78;2,51654144823752;0;0;0,758984;0;0,456;0,0838444444444444;0;0;0;0,14
366;79;3,46936852835371;0;0;1,981024;0;0,059;0,0782333333333333;0;0;0;0
367;80;3,05159258432891;0;0;0,076352;0;0;0,0827444444444444;0;0;0;0
368;81;1,89238283364748;0;0;0,05188;0;0;0,0805944444444444;0;0;0;0,14
369;82;1,58551726179653;0;0;0,059728;0;0;0,0802055555555555;0;0;0;0
370;83;1,28542277493787;0;0;0,075584;0;0;0,0763111111111111;0;0;0;0
371;84;1,3246950678932;0;0;0;0;0;0,0788944444444444;0;0;0;0,14
372;85;0,817947067069612;0;0;0;0;0;0,0788555555555555;0;0;0;0,14
373;86;0,41858847422387;0;0;0;0;0;0,0763333333333333;0;0;0;0
374;87;0,363742685786255;0;0;0;0;0;0,0812055555555555;0;0;0;0
375;88;0,344919069507666;0;0;0;0;0;0,0838333333333333;0;0;0;0
376;89;0,412088232631263;0;0;0;0;0;0,0826277777777777;0;0;0;0,14
377;90;0,366721963182866;0;0;0;0;0;0,0721777777777777;0;0;0;0
378;91;0,426578354514781;0;0;0;0;0;0,0767277777777777;0;0;0;0
379;92;0,499570650731755;0;0;0;0;0;0,0724611111111111;0;0;0;0
380;93;0,366451119783174;0;0;0;0;0;0;0;0;0;0
381;94;0,393400038052521;0;0;0;0;0;0;0;0;0;0
382;95;0,421296908220789;0;0;0;0;0;0;0;0;0;0
383;96;0,992911903270596;0;0;0;0;0;0;0;0;0;0
384;1;1,17803336696003;0;0;0;0;0;0;0;0;0;0
385;2;1,60420545637527;0;0;0;0;0;0;0;0;0;0
386;3;2,19315442900536;0;0;0;0;0;0;0;0;0;0,14
387;4;3,02003932826481;0;0;0;0;0;0;0;0;0;0
388;5;2,43650722362855;0;0;0;0;0;0;0;0;0;0
389;6;2,51180168874291;0;0;0;0;0;0;0;0;0;0,14
390;7;2,37732794079587;0;0;0;0;0;0;0;0;0;0,14
391;8;2,3712339643028;0;0;0;0;0;0;0;0;0;0
392;9;2,44639300771731;0;0;0;0;0;0;0;0;0;0
