;Periods;Total Consumption;AC;Dish washer;Washing Machine;Dryer;Water heater;TV;Microwave;Kettle;Lighting;Refrigerator
4716;13;0,354534010196729;0;0;0;0;0;0;0;0;0;0,14
4717;14;0,265561953397932;0;0;0;0;0;0;0;0;0;0
4718;15;0,416015461926796;0;0;0;0;0;0;0;0;0;0
4719;16;0,405181725939119;0;0;0;0;0;0;0;0;0;0,14
4720;17;0,321626537134161;0;0;0;0;0;0;0;0;0;0,14
4721;18;0,419130161023253;0;0;0;0;0;0;0;0;0;0
4722;19;0,3538569016975;0;0;0;0;0;0;0;0;0;0
4723;20;0,249175927716571;0;0;0;0;0;0;0;0;0;0
4724;21;0,373493048175164;0;0;0;0;0;0;0;0;0;0,14
4725;22;0,282354244178831;0;0;0;0;0;0;0;0;0;0
4726;23;0,2448424333215;0;0;0;0;0;0;0;0;0;0
4727;24;0,392181242753907;0;0;0;0;0;0;0;0;0;0
4728;25;0,284927256475905;0;0;0;0;0,273;0;0;0;0;0
4729;26;0,998735036363972;0;0;0;0;0,194;0;0;0;0;0
4730;27;2,36608793970865;0;0;0;0;0,016;0;0;0;0;0
4731;28;2,18760213931168;0;0;0;0;0,517;0;0;0;0;0
4732;29;1,80246282494976;0;0;0;0;0,432;0;0;0;0;0
4733;30;1,96903151576029;0;0;0;0;0,399;0;0;0;0;0
4734;31;2,16986189663186;0;0;0;0;0,48;0;0;0;0;0
4735;32;1,9787818781492;0;0;0;0;0;0;0;0;0;0
4736;33;2,35498336032129;0;0;0;0;0;0;0;2,02630578512396;0;0
4737;34;1,36789459014406;0;0;0;0;0;0;0;0;0;0
4738;35;1,41420881149139;0;0;0;0;0;0;1,149;0;0;0
4739;36;1,40147917170587;0;0;0;1,2201125;0;0;0;0;0;0
4740;37;1,3850931460245;0;0;0;1,0282625;0;0;0;0;0;0
4741;38;1,42788640317583;0;0,0220375;0;0,563725;0;0;0;0;0;0
4742;39;1,34893555216563;0;1,20131875;0;0,02111875;0;0;0;0;0;0
4743;40;1,33837265957765;0;1,2285;0;0;0;0;0;0;0;0
4744;41;1,40378134060325;0;0,0590187499999999;0;0;0;0;0;0;0;0,14
4745;42;1,38631194132312;0;1,3565375;0;0;0;0;0;0;0;0
4746;43;1,52200448456877;0;0,141918749999999;0;0;0;0;0;0;0;0
4747;44;1,48368014351236;0;0;0;0;0;0;0;0;0;0,14
4748;45;1,3886141102205;0;0;0;0;0;0;0;0;0;0,14
4749;46;1,49965990409419;0;0;0,00028;0;0;0;0;0;0;0
4750;47;1,38712447152219;0;0;1,24616;0;0;0;0;0;0;0
4751;48;1,66731196850349;0;0;0,0582466666666666;0;0,273;0;0;0;0;0
4752;49;2,53807349851303;0;0;0,06818;0;0,194;0,012975;1,149;0;0;0,14
4753;50;1,70590715295959;0;0;0,028;0;0,016;0,0717166666666666;0;0;0;0
4754;51;1,358279649455;0;0;0;0;0,517;0,071275;0;0;0;0
4755;52;1,49343050590127;0;0;0;0;0,432;0,0710666666666666;0;0;0;0,14
4756;53;1,34419579267102;0;0;0;0;0,399;0,071;0;0;0;0
4757;54;1,35421699845962;0;0;0;0;0,48;0,0709083333333333;0;0;0;0
4758;55;0,836906105048047;0;0;0;0;0;0,04505;0;0;0;0,14
4759;56;0,330428947624148;0;0;0;0;0;0;0;0;0;0,14
4760;57;0,351690154499964;0;0;0;0;0;0;0;0;0;0
4761;58;0,411275702432188;0;0;0;0;0;0;0;0;0;0
4762;59;0,316345090840168;0;0;0;0;0;0;0;0;0;0
4763;60;0,318105572938165;0;0;0;0;0;0;0;0;0;0,14
4764;61;0,315803404040784;0;0;0;0;0;0;0;0;0;0
4765;62;0,255405325909485;0;0;0;0;0;0;0;0;0;0
4766;63;0,305240511452799;0;0;0;0;0;0,21517;0;0;0;0
4767;64;0,333814490120297;0;0;0;0;0;0,2175;0;0;0;0
4768;65;0,320407741835547;0;0;0;0;0;0,21896;0;0;0;0
4769;66;0,39407714655175;0;0;0;0;0;0,22315;0;0;0;0
4770;67;0,314990873841708;0;0;0;0;0;0,22219;0;0;0;0
4771;68;0,2934588235662;0;0;0;0;0;0,2255;0;0;0;0
4772;69;0,352908949798578;0;0;0;0;0;0,22506;0;0;0;0
4773;70;0,311063644546176;0;0;0;0;0;0,22531;0;0;0;0
4774;71;0,527467520900023;0;0;0;0;0;0,22529;0;0;0;0
4775;72;1,4001249547074;0;0;0;0;0;0,22524;0;0;0;0
4776;73;2,39885999107138;0;0;0;0;0;0,225669999999999;0;0;0;0
4777;74;2,94758871884722;0;0;0;0;0,273;0,22569;0;0;0;0,14
4778;75;4,32442114118112;0;0;0;0;0,194;0,22556;0;0;0;0
4779;76;4,30045150030838;0;0;0;0;0,016;0,220479999999999;0;0;0;0
4780;77;3,25472513409786;0;0;2,0776193548387;0;0,517;0,22179;0;0;0;0,14
4781;78;4,40743464318669;0;0;2,092;0;0,432;0,22154;0;0;0,229666666666666;0,14
4782;79;4,48828139799473;0;0;0;0;0,399;0,20939;0;0;0,229666666666666;0
4783;80;5,43460823651831;0;0;0;0;0,48;0;0;0;0,23;0
4784;81;4,46241585332415;0;0;0;0;0;0;0;0;0,229666666666666;0
4785;82;4,2763464377358;0;0;0;0;0;0;0;0;0,229666666666666;0,14
4786;83;3,81618350165922;0;0;0;0;0;0;0;0;0,229666666666666;0
4787;84;3,33029044261191;0;0;0;0;0;0;0;0;0,229333333333333;0
4788;85;5,17121303031792;0;0;0;0;0;0;0;2,676;0,23;0,14
4789;86;3,05254053622784;0;0;0;0;0;0;0;0;0,229333333333333;0
4790;87;2,85875208374827;0;0;0;0;0;0;0;0;0,23;0
4791;88;4,00496135124449;0;0;0;0;0;0;0;0;0,229666666666666;0,14
4792;89;3,32825911711422;0;0;0;0;0;0;0;0;0,229666666666666;0,14
4793;90;2,56976217627698;0;2,16422580645161;0;0;0;0;0;0;0,23;0
4794;91;2,57978338206558;0;2,18634838709677;0;0;0;0;0;0;0,23;0
4795;92;1,83496403291279;0;0;0;0;0;0;1,149;0;0,229333333333333;0
4796;93;1,7306893240314;0;0;0;0;0;0;0;0;0,179;0,14
4797;94;3,21003597314869;0;0;0;0;0;0;0;0;0,159;0
4798;95;2,7318619509926;0;0;0;0;0;0;0;0;0,0863333333333333;0
4799;96;2,61065952963046;0;0;0;0;0;0;0;0;0;0
4800;1;2,56014723558792;0;0;0;0;0;0;0;0;0;0
4801;2;2,56366819978391;0;0;0;0;0;0;0;0;0;0
4802;3;2,50597855564953;0;0;0;0;0,658;0;0;0;0;0,14
4803;4;2,47428987788558;0;0;0;0;0,068;0;0;0;0;0
4804;5;2,44693469451669;0;0;0;0;0,557;0;0;0;0;0
4805;6;2,39114095418016;0;0;0;0;0,101;0;0;0;0;0,14
4806;7;2,4616956597999;0;0;0;0;1,016;0;0;0;0;0,14
4807;8;2,42025661964704;0;0;0;0;0,793;0;0;0;0;0
4808;9;2,44476794731916;0;0;0;0;0,103;0;0;0;0;0
4809;10;2,52751060592504;0;0;0;0;0,418;0;0;0;0;0
4810;11;2,42946529523656;0;0;0;0;0,397;0;0;0;0;0,14
4811;12;2,56014723558792;0;0;0;0;0,118;0;0;0;0;0
4812;13;2,57842916506712;0;0;0;0;0,469;0;0;0;0;0
4813;14;2,4416532482227;0;0;0;0;0;0;0;0;0;0,14
4814;15;3,08991692538532;0;0;0;0;0;0;0;0;0;0
4815;16;3,56903889944034;0;0;0;0;0;0;0;0;0;0
4816;17;3,40680370302487;0;0;0;0;0;0;0;0;0;0,14
4817;18;2,54321952310717;0;0;0;0;0;0;0;0;0;0,14
4818;19;2,39791203917245;0;0;0;0;0;0;0;0;0;0
4819;20;2,335888900643;0;0;0;0;0;0;0;0;0;0
4820;21;2,43718433212778;0;0;0;0;0;0;0;0;0;0
4821;22;2,42905903013703;0;0;0;0;0;0;0;0;0;0,14
4822;23;2,31327347676873;0;0;0;0;0;0;0;0;0;0
4823;24;2,45424746630838;0;0;0;0;0;0;0;0;0;0
4824;25;2,42851734333764;0;0;0;0;0;0;0;0;0;0
4825;26;2,40292264206675;0;0;0;0;0;0;0;0;0;0
4826;27;2,54795928260178;0;0;0;0;0;0;0;0;0;0
4827;28;4,63291177343022;0;0;0;0;0;0;0;0;0;0
4828;29;4,32604620157927;0;0;0;0;0;0;0;2,833;0;0
4829;30;4,08973533534806;0;0;0;0;0;0;0;0;0;0
4830;31;4,02744135341892;0;0;0;0;0;0;0,979;0;0;0
4831;32;5,3561990723075;0;0;0;0;0;0;0;0;0;0
4832;33;3,71380469657567;0;2,20189032258064;0;0;0;0;0;0;0;0
4833;34;3,43835695908898;0;2,21475483870967;0;0;0;0;0;0;0;0
4834;35;3,4345651514933;0;2,20519999999999;0,838391666666666;0;0;0;0;0;0;0
4835;36;3,41398105311671;0;0;1,54746666666666;1,2201125;0;0;0;0;0;0
4836;37;3,59571697430999;0;0;0,426408333333333;1,0282625;0;0;0;0;0;0,14
4837;38;3,72585722786196;0;0;0,0936833333333333;0,563725;0,658;0;0;0;0;0
4838;39;1,73922089112169;0;0;0,077075;0,02111875;0,068;0;0;0;0;0
4839;40;1,57089171821316;0;0;0,119025;0;0,557;0;0;0;0;0,14
4840;41;1,80693174104468;0;0;0;0;0,101;0;0;0;0;0,14
4841;42;1,76197173669582;0;0;0;0;1,016;0;0;0;0;0
4842;43;1,78526426906932;0;0;0;0;0,793;0;0;0;0;0
4843;44;1,82385945352542;0;0;0;0;0,103;0;0;0;0;0
4844;45;1,66216594390934;0;0;0;0;0,418;0;0;0;0;0,14
4845;46;1,7575028206009;0;0;0;0;0,397;0;0;0;0;0
4846;47;1,94113464559202;0;0;0;0;0,118;0;0;0;0;0
4847;48;1,51794183357339;0;0;0;0;0,469;0;0;0;0;0,14
4848;49;1,92380066801174;0;0;0;0;0;0,09953;0;0;0;0
4849;50;1,53879677534967;0;0;0;0;0;0,14899;0;0;0;0
4850;51;1,63833172473645;0;0;0;0;0;0,14945;0;0;0;0,14
4851;52;1,49031580680482;0;0;0;0;0;0,148129999999999;0,979;0;0;0,14
4852;53;1,50358713338972;0;0;0;0;0;0,14803;0;0;0;0
4853;54;3,25486055579771;0;0;0;0;0;0,12486;0;0;0;0
4854;55;1,62831051894785;0;0;0;0;0;0;0;0;0;0
4855;56;1,52823388276169;0;0;0;0;0;0;0;0;0;0,14
4856;57;1,52213990626862;0;0;0;0;0;0;0;0;0;0
4857;58;1,59255919018852;0;0;0;0;0;0;0;0;0;0
4858;59;2,08508791252828;0;0;0;0;0;0;0;0;0;0
4859;60;1,00401648265796;0;0;0;0;0;0;0;0;0;0
4860;61;0,442287271696913;0;0;0;0;0;0;0;0;0;0
4861;62;0,300365330258344;0;0;0;0;0;0;0;0;0;0
4862;63;0,31797015123832;0;0;0;0;0;0;0;0;0;0
4863;64;0,491039083641459;0;0;0;0;0;0;0;0;0;0
4864;65;0,408567268435268;0;0;0;0;0;0,198656;0;0;0;0
4865;66;0,501601976229444;0;0;0;0;0;0,183384;0;0;0;0
4866;67;0,513654507515735;0;0;0;0;0;0,185816;0;0;0;0
4867;68;0,291156654668819;0;0;0;0;0;0,1924;0;0;0;0
4868;69;0,451360525586593;0;0;0;0;0;0,19344;0;0;0;0,14
4869;70;0,5819070442381;0;0;0;0;0;0,185039999999999;0;0;0;0
4870;71;0,310792801146484;0;0;0;0;0;0,18552;0;0;0;0
4871;72;0,468152816367492;0;0;0;0;0;0,169032;0;0;0;0,14
4872;73;0,384597627562533;0;0;0;0;0;0,167512;0;0;0;0,14
4873;74;0,362117625388103;0;0;0;0;0;0,179416;0;0;0;0
4874;75;1,44779339305318;0;0;0,838391666666666;0;0;0,182711999999999;0;0;0;0
4875;76;2,33575347894316;0;0;1,54746666666666;0;0;0,185544;0;0;0;0
4876;77;3,27219453337799;0;0;0,426408333333333;0;0,658;0,185;0;0;0;0,14
4877;78;1,71836594934542;0;0;0,0936833333333333;0;0,068;0,183848;0;0;0;0
4878;79;1,31575723570337;0;0;0,077075;0;0,557;0,179344;0;0;0,0503333333333333;0
4879;80;1,59337172038759;0;0;0,119025;0;0,101;0,181784;0;0;0,0686666666666666;0,14
4880;81;2,09077562392181;0;0;0;0;1,016;0,19224;0;0;0,0686666666666666;0
4881;82;5,31557256235371;0;0;0;0;0,793;0;0;0;0,069;0
4882;83;6,04373504242545;0;0;0;0;0,103;0;0;0;0,0676666666666666;0,14
4883;84;4,87978553224941;0;2,20189032258064;0;0;0,418;0;0;0;0,069;0,14
4884;85;4,98717494022725;0;2,21475483870967;0;0;0,397;0;0;0;0,0686666666666666;0
4885;86;2,50015542255616;0;2,20519999999999;0;0;0,118;0;0;0;0,0683333333333333;0
4886;87;1,91987343871621;0;0;0;0;0,469;0;0;0;0,107;0
4887;88;1,56141219922394;0;0;0;0;0;0;0;0;0,121333333333333;0,14
4888;89;1,57861075510438;0;0;0;0;0;0;0;0;0,121666666666666;0
4889;90;3,21369235904453;0;0;0;0;0;0;0;2,833;0,136333333333333;0
4890;91;1,31331964510614;0;0;0;0;0;0;0;0;0,342;0
4891;92;2,12043297618808;0;0;0;0;0;0;0;0;0,342666666666666;0
4892;93;2,47334192598666;0;0;0;0;0;0;0;0;0,342;0
4893;94;2,21509274438041;0;0;0;0;0;0;0,979;0;0;0
4894;95;1,8093693316419;0;0;0;0;0;0;0;0;0;0
4895;96;0,460027514376734;0;0;0;0;0;0;0;0;0;0
4896;1;0,348846298803199;0;0;0;0;0;0;0;0;0;0
4897;2;0,317699307838628;0;0;0;0;0;0;0;0;0;0
4898;3;0,233873275633977;0;0;0;0;0;0;0;0;0;0
4899;4;0,430234740410622;0;0;0;0;0;0;0;0;0;0,14
4900;5;0,316480512540014;0;0;0;0;0;0;0;0;0;0
4901;6;0,224935443444144;0;0;0;0;0;0;0;0;0;0
4902;7;0,342616900610285;0;0;0;0;0;0;0;0;0;0,14
4903;8;0,374441000074086;0;0;0;0;0;0;0;0;0;0,14
4904;9;1,41759435398753;0;0;0;0;0,377;0;0;0;0;0
4905;10;1,50507677208803;0;0;0;0;0,387;0;0;0;0;0
4906;11;0,577708971542875;0;0;0;0;0,456;0;0;0;0;0
4907;12;0,234956649232745;0;0;0;0;0,059;0;0;0;0;0,14
4908;13;0,382295458665152;0;0;0;0;0;0;0;0;0;0
4909;14;0,247415445618573;0;0;0;0;0;0;0;0;0;0
4910;15;0,243217372923348;0;0;0;0;0;0;0;0;0;0,14
4911;16;0,385410157761609;0;0;0;0;0;0;0;0;0;0
4912;17;0,25824918160625;0;0;0;0;0;0;0;0;0;0
4913;18;0,34478364780782;0;0;0;0;0;0;0;0;0;0,14
4914;19;0,410463172233112;0;0;0;0;0;0;0;0;0;0,14
4915;20;0,22940435953906;0;0;0;0;0;0;0;0;0;0
4916;21;0,277072797884839;0;0;0;0;0;0;0;0;0;0
4917;22;0,336658345817062;0;0;0;0;0;0;0;0;0;0
4918;23;0,23008146803829;0;0;0;0;0;0;0;0;0;0,14
4919;24;0,29413593206543;0;0;0;0;0;0;0;0;0;0
4920;25;0,320001476736009;0;0;0;0;0;0;0;0;0;0
4921;26;0,240373517226583;0;0;0;0;0;0;0;0;0;0
4922;27;0,397733532447592;0;0;0;0;0;0;0;0;0;0
4923;28;1,7710449905855;0;0;0;0;0;0;0;0;0;0
4924;29;2,52629181062643;0;0;0;0;0;0;0;2,197;0;0
4925;30;2,06111827165555;0;0;0;0;0;0;1,14;0;0;0
4926;31;2,17568502972523;0;0;0;0;0;0;0;0;0;0
4927;32;1,68017702998885;0;0;0;0;0;0;0;0;0;0
4928;33;1,64564449652813;0;1,378432;0;0;0;0;0;0;0;0
4929;34;1,36708205994499;0;1,278688;0;0;0;0;0;0;0;0
4930;35;1,36396736084853;0;0,66004;0;0;0,658;0;0;0;0;0
4931;36;1,42206327008245;0;0,000248;0;0;0,068;0;0;0;0;0,14
4932;37;1,37412398833698;0;0;0;0;0,557;0;0;0;0;0
4933;38;1,39443724331387;0;0;0;0;0,101;0;0;0;0;0
4934;39;1,3482584436664;0;0;0;0;1,016;0;0;0;0;0,14
4935;40;1,33160157458535;0;0;0;0;0,793;0;0;0;0;0,14
4936;41;1,50548303718756;0;0;1,02162857142857;0;0,103;0;0;0;0;0
4937;42;1,38075965162943;0;0;0,0830571428571428;0;0,418;0;0;0;0;0
4938;43;1,40026037640725;0;0;0,00149714285714285;0;0,397;0;0;0;0;0
4939;44;1,48706568600851;0;0;0;1,065;0,118;0;0;0;0;0,14
4940;45;1,36789459014406;0;0;0;0,8627875;0,469;0;0;0;0;0
4941;46;0,362253047087949;0;0;0;0,0267624999999999;0;0;0;0;0;0
4942;47;0,577844393242721;0;0;0;0,03083125;0;0;0;0;0;0,14
4943;48;0,386087266260839;0;0;0;0;0;0;0;0;0;0
4944;49;0,313094970043865;0;0;0;0;0;0;0;0;0;0
4945;50;1,52349412326708;0;0;0;0;0;0;1,14;0;0;0,14
4946;51;1,02649648483239;0;0;0;0;0;0;0;0;0;0,14
4947;52;0,405317147638965;0;0;0;0;0;0,0666066666666666;0;0;0;0
4948;53;0,565385596856893;0;0;0;0;0;0,108353333333333;0;0;0;0
4949;54;0,33069979102384;0;0;0;0;0;0,0725933333333333;0;0;0;0
4950;55;0,433891126306463;0;0;0;0;0;0;0;0;0;0,14
4951;56;0,431047270609698;0;0;0;0;0;0;0;0;0;0
4952;57;0,330564369323994;0;0;0;0;0;0;0;0;0;0
4953;58;0,381076663366538;0;0;0;0;0;0;0;0;0;0
4954;59;0,322032802233699;0;0;0;0;0;0;0;0;0;0
4955;60;0,505393783825131;0;0;0;0;0;0;0;0;0;0
4956;61;1,55139099343534;0;0;0;0;0;0;0;0;0;0
4957;62;1,39281218291572;0;0;0;0;0;0;0;0;0;0
4958;63;1,43357411456936;0;0;0;0;0;0;0;0;0;0
4959;64;2,61296169852784;0;0;0;0;0;0;1,14;0;0;0
4960;65;2,069514417046;0;0;0;0;0;0;0;0;0;0
4961;66;1,72351197393956;0;0;0;0;0;0;0;0;0;0
4962;67;1,83103680361726;0;0;0;0;0;0;0;0;0;0
4963;68;1,73867920432231;0;0;0;0;0;0;0;0;0;0
4964;69;1,72784546833463;0;0;0;0;0;0;0;0;0;0
4965;70;1,80503583724683;0;0;0;0;0;0;0;0;0;0
4966;71;1,73380402312786;0;0;0;0;0;0;0;0;0;0
4967;72;3,1576277753083;0;0;0;0;0;0;0;0;0;0
4968;73;3,32297767082022;0;0;0;0;0;0;0;0;0;0
4969;74;1,81681752513343;0;0;0;0;0,658;0;0;0;0;0,14
4970;75;3,80724566946938;0;0;0;0;0,068;0;0;0;0,22;0
4971;76;2,66685953506654;0;0;0;0;0,557;0;0;0;0,22;0
4972;77;2,45790385220422;0;0;0;0;0,101;0,0756777777777777;0;0;0,222333333333333;0,14
4973;78;1,93883247669464;0;0;0;0;1,016;0,0782222222222222;0;0;0,22;0,14
4974;79;3,42996081369853;0;0;0;0;0,793;0,0784444444444444;0;0;0,22;0
4975;80;4,97566409574035;0;0;1,02162857142857;0;0,103;0,0782888888888889;0;0;0,22;0
4976;81;6,63769461794984;0;0;0,0830571428571428;0;0,418;0,0775111111111111;0;0;0,22;0
4977;82;3,72734686656027;0;0;0,00149714285714285;0;0,397;0,0793111111111111;0;0;0,22;0,14
4978;83;2,92727546387032;0;0;0;0;0,118;0,0804722222222222;0;2,197;0,22;0
4979;84;2,37245275960142;0;1,378432;0;0;0,469;0,0828111111111111;0;0;0,22;0
4980;85;2,68297471734821;0;1,278688;0;0;0;0,0813499999999999;0;0;0,261333333333333;0,14
4981;86;2,48742578277064;0;0,66004;0;0;0;0,0772777777777777;0;0;0,3;0
4982;87;1,82995343001849;0;0,000248;0;0;0;0,0851611111111111;0;0;0,3;0
4983;88;1,54082810084736;0;0;0;0;0;0,0825055555555555;0;0;0,3;0,14
4984;89;2,22755154076623;0;0;0;0;0;0,0826055555555555;0;0;0,3;0,14
4985;90;2,66807833036515;0;0;0;0;0;0,0730131578947368;0;0;0,3;0
4986;91;3,50809913450965;0;0;0;0;0;0;0;0;0,3;0
4987;92;2,5323857871195;0;0;0;0;0;0;0;0;0,277666666666666;0
4988;93;2,44734095961623;0;0;0;0;0;0;0;0;0,242666666666666;0,14
4989;94;2,2471876872439;0;0;0;0;0;0;0;0;0,08;0
4990;95;2,25531298923466;0;0;0;0;0;0;0;0;0;0
4991;96;4,25305390536229;0;0;0;0;0;0;0;0;0;0
4992;1;1,02067335173902;0;0;0;0;0;0;0;0;0;0
4993;2;2,00857465211531;0;0;0;0;0;0;0;0;0;0,14
4994;3;2,37001516900419;0;0;0;0;0;0;0;0;0;0
4995;4;2,34970191402729;0;0;0;0;0;0;0;0;0;0
4996;5;2,40278722036691;0;0;0;0;0;0;0;0;0;0,14
4997;6;2,41172505255674;0;0;0;0;0;0;0;0;0;0,14
4998;7;2,38721372488462;0;0;0;0;0;0;0;0;0;0
4999;8;2,31638817586519;0;0;0;0;0;0;0;0;0;0
5000;9;2,38531782108678;0;0;0;0;0;0;0;0;0;0
5001;10;2,41389179975428;0;0;0;0;0;0;0;0;0;0,14
5002;11;2,34225372053576;0;0;0;0;0;0;0;0;0;0
5003;12;2,41903782434843;0;0;0;0;0;0;0;0;0;0
5004;13;2,40969372705905;0;0;0;0;0;0;0;0;0;0,14
5005;14;2,34726432343006;0;0;0;0;0,377;0;0;0;0;0
5006;15;2,48688409597125;0;0;0;0;0,387;0;0;0;0;0
5007;16;2,37881757949417;0;0;0;0;0,456;0;0;0;0;0,14
5008;17;2,31002335597243;0;0;0;0;0,059;0;0;0;0;0,14
5009;18;2,41754818565012;0;0;0;0;0;0;0;0;0;0
5010;19;2,32004456176103;0;0;0;0;0;0;0;0;0;0
5011;20;2,29147058309353;0;0;0;0;0;0;0;0;0;0
5012;21;2,43704891042794;0;0;0;0;0;0;0;0;0;0,14
5013;22;2,31070046447166;0;0;0;0;0;0;0;0;0;0
5014;23;2,2925539566923;0;0;0;0;0;0;0;0;0;0
5015;24;2,51992699073367;0;0;0;0;0;0;0;0;0;0
5016;25;2,41646481205135;0;0;0;0;0;0;0;0;0;0
5017;26;3,3052374281404;0;0;0;0;0;0;0;0;0;0
5018;27;4,11153822902326;0;0;0;0;0;0;0;0;0;0
5019;28;5,10851278328924;0;0;0;0;0;0;0;0;0;0
5020;29;4,10977774692526;0;0;0;0;0;0;2,56;0;0;0
5021;30;3,73967024124625;0;0;0;0;0;0;0;0;0;0
5022;31;3,65015649764807;0;0;0;0;0;0;0;0;0;0
5023;32;4,42558115096605;0;0;0;0;0;0;0;2,82;0;0
5024;33;3,63458300216578;0;0;1,97201999999999;0;0;0;0;0;0;0
5025;34;3,47911889074262;0;0;0,326546666666666;0;0;0;0;0;0;0
5026;35;3,52705817248809;0;0;0,137093333333333;0;0;0;0;0;0;0
5027;36;3,41655406541378;0;0;0,143446666666666;0;0,377;0;0;0;0;0
5028;37;2,18963346480936;0;0;0,15838;0;0,387;0;0;0;0;0
5029;38;1,39078085741803;0;0;0,183;0;0,456;0;0;0;0;0,14
5030;39;1,36518615614715;0;0;0;0;0,059;0;0;0;0;0
5031;40;1,44129315146058;0;0;0;0;0;0;0;0;0;0
5032;41;1,44887676665195;0;0;0;0,592643749999999;0;0;0;0;0;0,14
5033;42;1,38130133842882;0;0;0;1,2174375;0;0;0;0;0;0,14
5034;43;1,49288881910189;0;0;0;1,15278125;0;0;0;0;0;0
5035;44;1,629935579346;0;0;0;1,09551874999999;0;0;0;0;0;0
5036;45;1,55653701802949;0;1,24623125;0;0;0;0;0;0;0;0
5037;46;1,58416304479807;0;0,06393125;0;0;0;0;0;0;0;0,14
5038;47;1,52051484587046;0;0,06423125;0;0;0;0;0;0;0;0
5039;48;1,54394279994382;0;0,0608937499999999;0;0;0;0;0;0;0;0
5040;49;1,60867437247019;0;0,85850625;0;0;0;0;0;0;0;0,14
5041;50;1,99719922932825;0;1,5756625;0;0;0;0;0;0;0;0
5042;51;1,66148883541011;0;0;0;0;0;0,0314;1,241;0;0;0
5043;52;1,37317603643806;0;0;0;0;0;0,0308307692307692;0;0;0;0,14
5044;53;0,339366779813982;0;0;0;0;0;0,0306153846153846;0;0;0;0,14
5045;54;0,429557631911393;0;0;0;0;0;0,0307615384615384;0;0;0;0
5046;55;0,340856418512287;0;0;0;0;0;0,0304772727272727;0;0;0;0
5047;56;0,264207736399472;0;0;0;0;0;0;0;0;0;0
5048;57;0,463819321972421;0;0;0;0;0;0;0;0;0;0,14
5049;58;0,5768964413438;0;0;0;0;0;0;0;0;0;0
5050;59;0,690650669214408;0;0;0;0;0;0;0;0;0;0
5051;60;0,821874296365146;0;0;0;0;0;0;0;0;0;0
5052;61;0,597751383120078;0;0;0;0;0;0;0;0;0;0
5053;62;0,381618350165922;0;0;0;0;0;0;0;0;0;0
5054;63;0,496997638434682;0;0;0;0;0;0;0;0;0;0
5055;64;0,43199522250862;0;0;0;0;0;0;0;0;0;0
5056;65;0,890126833087511;0;0;0;0;0;0;0;0;0;0
5057;66;0,675348017131814;0;0;0;0;0;0;0;0;0;0
5058;67;0,665733076442751;0;0;0;0;0;0;0;0;0;0
5059;68;0,699046814604858;0;0;0;0;0;0;0;0;0;0
5060;69;0,690786090914254;0;0;0;0;0;0;0;0;0;0
5061;70;0,690379825814716;0;0;0;0;0;0;0;0;0;0
5062;71;0,743058867054795;0;0;0;0;0;0;0;0;0;0
5063;72;0,722881033777747;0;0;0;0;0;0;0;0;0;0
5064;73;0,773257906120445;0;0;0;0;0;0;0;0;0;0,14
5065;74;1,28880831743402;0;0;0;0;0;0,10306875;0;0;0;0
5066;75;1,9888030839378;0;0;0;0;0;0,12691875;0;0;0;0
5067;76;2,78941617342713;0;0;0;0;0;0,126775;0;0;0;0,14
5068;77;4,53852284863758;0;0;0;0;0;0,12668125;0;0;0;0,14
5069;78;4,58185779258829;0;0;0;0;0;0,1238;0;0;0,0503333333333333;0
5070;79;5,43745209221508;0;0;0;0;0;0,12624375;0;0;0,0686666666666666;0
5071;80;3,76783795481421;0;0;0;0;0;0,126075;0;0;0,0686666666666666;0
5072;81;3,02951884725402;0;0;0;0;0;0,12623125;0;0;0,069;0,14
5073;82;2,91183739008788;0;0;0;0;0;0,12593125;0;0;0,0676666666666666;0
5074;83;4,08350593715515;0;0;1,97201999999999;0;0;0,1259875;0;0;0,069;0
5075;84;4,30898306739868;0;0;0,326546666666666;0;0;0,12714375;0;0;0,0686666666666666;0,14
5076;85;8,79184759739957;0;1,24623125;0,137093333333333;0;0;0,126975;0;2,82;0,0683333333333333;0
5077;86;6,21125168513491;0;0,06393125;0,143446666666666;0;0;0,1272375;0;0;0,107;0
5078;87;5,98360780769385;0;0,06423125;0,15838;0;0;0,1265;2,56;0;0,121333333333333;0,14
5079;88;4,60528574666164;0;0,0608937499999999;0,183;0;0;0,1263;0;0;0,121666666666666;0,14
5080;89;3,20340030985624;0;0,85850625;0;0;0;0,1031125;0;0;0,136333333333333;0
5081;90;4,68748671846814;0;1,5756625;0;0;0;0,01429375;0;0;0,342;0
5082;91;3,30618538003932;0;0;0;0;0,377;0;0;0;0,342666666666666;0
5083;92;3,43348177789453;0;0;0;0;0,387;0;0;0;0,342;0,14
5084;93;4,1487791964809;0;0;0;0;0,456;0;0;0;0;0
5085;94;2,97683980601394;0;0;0;0;0,059;0;0;0;0;0
5086;95;2,50218674805385;0;0;0;0;0;0;0;0;0;0
5087;96;1,47379435942361;0;0;0;0;0;0;0;0;0;0
5088;1;1,44454327225688;0;0;0;0;0,377;0;0;0;0;0
5089;2;1,44630375435488;0;0;0;0;0,387;0;0;0;0;0
5090;3;0,531665593595248;0;0;0;0;0,456;0;0;0;0;0
5091;4;0,400577388144357;0;0;0;0;0,059;0;0;0;0;0
5092;5;0,319730633336317;0;0;0;0;0;0;0;0;0;0
